txId,timestep,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,local_feature_1,local_feature_2,local_feature_3,local_feature_4,local_feature_5,local_feature_6,local_feature_7,local_feature_8,local_feature_9,local_feature_10,local_feature_11,local_feature_12,local_feature_13,local_feature_14,local_feature_15,local_feature_16,local_feature_17
849,9,8.698478,0.001471,1.712032,4.554653,0.715228,48.047459,0.815725,-0.337486,0.802146,0.803237,0.815935,-0.72063,0.568401,0.043485,-0.865889,0.679381,0.2892,0.302359,0.167569,-0.058589,0.617189,-0.023835,0.107151,-0.657294,0.189292,0.514114,-0.010191,-0.84109,-0.621229,0.135176,0.579656,0.023857,0.187766,-0.112805,-0.104974,0.116663,-0.116618,-0.091149,0.145825,0.848964,0.624683,-0.086473,-0.930008,0.580641,0.293025,0.696273,-0.076136,-0.45598,0.700549,-0.348432,0.665086,0.087299,-0.555195,0.229221,-0.226376,0.717101,-0.105268,0.255031,0.113664,0.010135,0.67232,-0.512262,-0.002327,0.490822,0.001146,0.665088,-0.656305,0.685698,0.580959,0.312519,0.75146,0.658399,0.320939,-0.105972,0.141067,0.766808,0.202651,-0.786574,0.090758,0.136135,0.55014,0.358571,0.324873,1.093519,-0.872386,0.547255,0.247871,0.113924,0.339373,-0.203778,0.633626,-1.307133,0.195664,0.721085,0.826575,0.405719,0.574983,0.359768,1.236944,0.188519,0.634055,0.202561,0.55412,0.124135,1.196519,0.516714,0.952494,0.041118,0.293044,0.769189,0.385536,0.540112,0.412983,0.416566,0.307423,0.230185,0.680986,0.549457,0.581241,0.462607,-0.497456,0.698246,1.001759,0.033594,0.139089,-0.120283,-0.564456,0.089705,0.47137,0.313731,0.622538,0.619888,0.62253,0.365545,0.38006,0.169683,-0.602205,-0.292685,-0.216276,0.503284,-0.034327,0.361455,0.366371,0.32255,0.538611,-1.238405,1.259647,-0.284124,0.995185,0.534293,-0.0303,0.346269,0.15514,0.352965,0.360477,0.807642,-0.10562,0.667546,0.429657,0.170584,-0.113687,0.846046,0.843698,0.673566,0.237577,-0.28102,7.738756,0.006041,6.200557,0.584723,2.077127,3.275658,0.994331,0.797719,10.011995,0.735848,0.896592,4.784723,0.115867,1.297743,0.695225,0.686248,0.244256
850,9,5.285626,0.00949,4.902645,3.753946,0.436824,-427.776673,0.502789,0.234672,0.279973,0.007532,0.006134,0.55398,0.112029,-0.232383,-0.043583,0.014379,0.005435,0.365227,-0.430627,-0.097531,-0.019664,0.271548,0.432113,0.31414,0.13989,-0.059513,0.005094,0.144807,-0.125399,0.187988,-0.656498,0.072969,-0.047209,0.153296,-0.153664,-0.521636,0.489086,-0.124937,-0.041134,0.397759,-0.374957,-0.037552,0.314094,0.053153,0.064915,-0.08075,0.300492,0.022722,0.331884,0.066258,-0.681823,0.26545,0.357378,-0.336394,-0.342326,0.211438,-0.3466,0.238437,0.481676,0.13038,0.228746,0.393622,0.761399,0.227256,0.007898,-0.03961,-0.202456,0.140358,-0.108902,0.035222,0.196377,-0.004512,0.121099,0.236513,0.39503,-0.04958,0.272159,0.676919,-0.42404,0.046102,0.259954,0.907088,0.146908,-0.356186,0.340936,0.258083,0.066907,0.394738,0.339396,0.646515,0.041378,-0.21448,0.420571,0.064031,0.50416,0.192616,-0.142275,0.445604,0.526109,0.270997,-0.090178,0.530406,0.202659,-0.016834,-0.228332,0.023205,0.18313,0.60809,0.695306,-0.169768,0.391329,0.667666,-0.405473,0.276465,0.091864,0.319356,0.487517,-0.132279,-0.811615,0.069648,-0.065104,0.143818,0.173433,-0.162444,0.136574,0.650999,-0.335824,0.014578,0.041593,0.164926,0.173248,0.819962,0.540342,-0.063519,-0.230497,-0.040842,-0.249888,0.294624,-0.139528,-0.069611,-0.361101,-0.266928,-0.123987,-0.803524,0.169999,-0.202242,0.214613,0.054657,0.260284,-0.22124,-0.199506,0.310437,0.200706,0.467945,0.355998,0.673501,0.187859,0.526024,0.395182,0.627707,-0.05792,-0.150359,0.898273,0.625552,-0.887286,-0.533144,0.66911,0.969323,0.390374,0.49445,-0.018421,0.649811,0.753022,0.627047,0.667516,-0.248435,0.94583,0.074067,-0.194205,0.386882,0.097268,-0.105363,-0.034394
851,9,5.726273,0.006763,1.313857,3.669644,0.933642,-2085.709394,1.057976,0.551744,-0.029732,-0.141246,0.098267,0.339127,-0.360087,0.483522,0.165087,0.226437,0.313776,0.15083,-0.022127,0.260972,0.007746,0.110737,-0.143265,0.068138,-0.018436,-0.000111,0.543169,-0.171809,-0.401109,0.221372,0.042555,0.479528,-0.584023,0.538486,0.363562,0.588716,0.397827,-0.23563,0.106419,-0.108748,-0.241793,-0.277844,-0.020958,-0.135544,0.312541,-0.462188,0.334331,0.167213,0.131966,0.176371,0.127022,0.264416,-0.357748,-0.571692,-0.115019,-0.122762,-0.351544,0.183416,-0.353758,-0.159949,0.323236,0.456645,-0.384847,-0.186136,0.681196,-0.215107,0.353719,-0.009199,0.175482,0.353584,0.423326,0.486821,0.190496,-0.129835,0.299329,-0.294706,-0.241223,0.547084,-0.454573,-0.276638,-0.198218,-0.33763,0.039972,0.492786,-0.165004,0.126472,-0.215717,-0.546663,0.319313,-0.121716,0.482423,-0.68591,0.162377,-0.489683,0.20612,0.094378,-0.652251,0.134532,0.408471,-0.005035,0.889015,-0.099427,0.017194,0.291305,-0.161647,0.072885,0.347131,0.278037,-0.196959,0.58393,-0.902649,-0.045265,0.216273,0.536876,-0.075191,0.672617,0.641831,-0.141763,-0.493557,0.646672,0.680355,0.793516,0.185908,-0.915387,0.157369,0.102039,-0.60809,-0.042013,0.82208,0.185264,-0.305286,-0.049578,-0.056272,0.035701,0.406063,-0.511383,0.531087,-0.074499,-0.022998,0.318257,0.635793,-0.00026,-0.318166,-0.173206,-0.303356,0.332438,0.163164,0.08756,0.404542,0.418386,0.327215,0.603947,0.068604,0.663447,-0.060329,-0.461772,0.563234,1.233842,0.677307,0.372441,0.336158,0.047734,-0.430387,0.077672,-0.349257,-0.078614,0.648803,0.228985,0.167819,-0.358961,0.860931,0.727139,0.772218,-0.56938,0.971029,0.032481,0.245445,0.739609,-0.072246,-0.393658,0.575262,0.302184,0.41803
852,9,1.680087,0.005753,0.66422,2.267185,1.026506,3823.313335,0.202538,0.430416,0.241751,5.8e-05,0.468697,0.040237,0.01,-0.422057,-0.049254,0.154702,0.349542,0.097616,-0.076445,-0.106539,0.004886,-0.047364,-0.487661,0.154207,-0.065752,0.172593,-0.103369,0.375893,0.196213,-0.563088,0.200826,0.273423,0.025857,0.321402,0.442951,-0.240324,-0.202576,-0.043826,-0.144986,-0.162553,-0.200533,0.114557,0.029372,-0.352854,-0.124074,-0.495268,0.36576,-0.452091,0.105875,-0.13863,-0.131163,0.626037,0.141391,-0.335622,-0.295311,0.05157,-0.012973,0.649292,0.522315,-0.365515,0.040032,-0.360912,-0.06259,-0.038595,0.399482,-0.6166,0.03908,-0.085364,0.242234,0.072519,-0.048108,-0.084944,0.026202,-0.051523,0.209608,0.278646,0.151538,-0.652356,-0.070908,-0.395175,0.869423,-0.720344,0.134193,0.006326,-0.38802,0.10804,0.302845,0.515123,0.179011,-0.12964,-0.355538,-0.048419,0.305223,0.031819,0.628807,-0.027977,0.248688,-0.37713,0.449125,-0.293749,-0.461338,0.198424,0.024637,-0.230754,0.07061,0.047569,-0.417132,-0.474902,0.082172,0.535948,0.024119,-0.24979,-0.367587,0.593701,-0.176093,0.75398,-0.212146,0.415329,-0.253055,-0.12641,0.719593,0.113551,-0.322563,-0.194835,-0.379181,0.19197,0.04929,-0.186372,0.244209,0.112229,0.21151,0.339732,-0.337394,-0.136973,0.060652,-0.496055,-0.203943,-0.561686,-0.005827,-0.153615,0.121502,0.037135,0.573514,-0.553462,-0.347475,-0.13952,0.687596,-0.007098,0.242287,-0.383774,0.20391,0.10309,-0.167908,0.027199,-0.628752,0.044758,-0.063402,-0.314455,0.424609,0.259072,-0.044169,-0.125692,-0.235093,0.448172,0.186476,-0.359357,0.545611,-6.8e-05,0.444206,0.059481,1.20802,0.18366,0.136028,0.505573,5.545797,0.076963,0.09059,0.010274,0.713304,0.281455,-0.025399,0.024821,0.135794
853,9,3.127587,0.013123,0.466873,1.898776,0.108873,5707.041688,0.083018,-0.327289,-0.396228,-0.126199,0.31491,0.242227,0.01044,0.038019,0.451204,-0.36843,0.221996,0.04392,0.003302,-0.21952,-0.231293,0.620281,-0.061862,0.430796,-0.517122,-0.262557,0.340888,-0.142359,0.033227,-0.389033,-0.401841,0.490996,0.843408,0.037818,-0.194236,-0.179422,0.015778,-0.456191,0.485553,0.26021,0.092091,0.383016,-0.285347,0.455279,-0.12144,0.52296,0.267798,-0.431327,0.113649,-0.34187,-0.403379,-0.45726,0.003438,-0.058286,-0.192962,0.04454,0.015505,-0.385137,0.489564,0.240597,-0.110219,-0.081461,-0.134794,-0.285714,-0.626194,0.339198,-0.289703,-0.061935,0.321035,0.248204,0.274307,-0.000868,-0.14472,0.214632,-0.266013,-0.030885,0.066323,0.153593,-0.073877,0.411043,-0.363883,0.10897,0.104691,-0.405163,0.04696,0.121055,-0.162314,-0.050502,0.059379,-0.202716,0.144904,0.324631,0.14799,-0.321853,-0.90211,0.265473,0.00946,0.32864,0.44579,0.325347,-0.113832,-0.035008,0.361391,0.170618,0.484277,-0.082911,0.092822,-0.012914,0.558747,-0.285332,0.022619,-0.086532,0.463236,-0.27804,-0.01571,-0.117371,0.210734,-0.331989,-0.067874,-0.366077,0.280396,0.401196,-0.189285,-0.039878,0.274067,0.379871,-0.170222,0.087616,0.027209,-0.323388,-0.038842,0.547524,0.383813,-0.323961,-0.194441,0.40816,-0.413668,0.160749,-0.340937,0.571057,-0.079439,0.055869,-0.028461,-0.725796,-0.074353,0.334797,0.058916,0.033767,-0.077529,0.027517,-0.065089,0.23675,-0.17341,0.19595,0.355328,-0.080534,-0.019643,-0.011611,-0.063764,-0.004559,0.110344,0.214322,-0.311786,0.090297,0.044155,-0.357647,0.386713,0.000312,0.759215,0.085608,0.878902,2.605373,0.123105,0.105636,3.438119,0.044453,0.270919,0.052112,1.164756,0.211515,0.045586,0.001532,0.188763
854,9,5.734422,0.007013,2.020116,3.215869,0.556851,3125.377816,0.26269,0.612988,0.138369,0.136205,-0.187656,0.309225,0.067387,-0.214169,0.008214,0.234663,-0.804095,0.111263,0.043468,-0.296407,0.069288,-0.109332,0.307363,0.03612,0.118226,0.256465,0.148902,-0.489964,-0.302951,0.186682,0.186942,-0.89945,-0.006774,0.075891,0.402828,0.367088,0.108189,-0.473518,0.033414,-0.438807,-0.723433,0.875463,0.267754,-0.136962,-0.105898,-0.164125,0.140427,-0.17551,0.477229,-0.670941,0.322036,-0.543538,0.409173,0.060355,0.89294,-0.102951,0.147586,0.398376,0.674169,0.344221,0.358505,-0.071159,0.520949,0.051001,0.29766,0.310335,0.358029,0.375307,0.114147,-0.49411,0.608164,-0.618188,0.175275,-0.046682,0.391004,0.139964,0.760584,-0.327251,-0.329992,0.759388,0.06254,0.777643,-0.399446,-0.45294,0.280574,-0.154397,0.120695,-0.058332,0.511925,0.072983,0.485562,-0.022857,-0.244492,0.192827,0.436496,0.191694,-0.01881,-0.05272,-0.146743,-0.305374,-0.68246,0.765947,0.069564,-0.335093,0.211763,0.321888,-0.527664,-0.67113,-0.44315,0.520235,0.018199,-0.325014,0.052668,-0.490546,0.067102,0.213545,0.505025,-0.042477,-0.432218,0.521624,0.353769,0.211237,-0.5322,0.948924,-0.419549,0.275511,0.013582,0.253646,0.5326,0.72167,0.19553,0.240702,-0.505809,0.035109,-0.768303,0.256408,0.415153,0.505168,-0.05664,0.027838,0.146703,-0.040671,0.400066,-0.177068,0.198405,0.993253,-0.339295,0.17148,0.487301,0.936698,0.443806,0.167863,-0.15722,0.432655,0.323514,0.245462,0.476753,0.451687,0.338444,0.262641,-0.590423,-0.231075,0.557845,0.259432,0.301935,0.589701,0.485555,0.217123,0.626483,0.485566,0.904089,0.057727,0.394167,-0.318278,-0.191515,0.201828,0.769572,-0.193984,0.140229,0.503241,-0.664101,0.589828,-0.396041
855,9,8.738914,-0.000839,1.331059,1.593874,0.799649,1395.392855,0.38375,-0.35833,-0.18261,0.344195,-0.08595,0.389901,0.07353,-0.170833,0.490774,0.415442,-0.53578,0.219674,0.383897,-0.035807,0.088924,0.736285,-0.218633,0.447868,0.12996,-0.112045,0.01651,-0.317056,0.229195,-0.286506,0.205523,0.305011,-0.470194,0.222442,0.010042,0.132068,0.217137,0.411825,0.051166,-0.305856,-0.46494,-0.405422,-0.584388,0.29852,0.142946,0.312383,0.025892,-0.128825,-0.229946,0.598968,-0.133296,-0.035646,-0.426299,0.114425,0.390965,-0.073875,1.09953,-0.10075,-0.381366,0.297811,0.153658,0.448619,0.003271,0.003402,0.022586,0.453813,0.110563,0.241527,-0.046975,-0.300324,0.051672,-0.11612,-0.341064,-0.235235,-0.51652,0.802758,0.198342,-0.056414,-0.00928,0.418705,0.265743,0.077928,-0.044565,-0.049306,0.170516,0.825554,0.699676,-0.191355,0.259295,0.157076,-0.109088,0.221363,-0.122084,-0.103031,0.443473,0.332333,-0.395407,-0.122853,0.021108,-0.201314,-0.113652,0.095504,0.175001,-0.009562,0.063637,-0.118024,0.786329,-0.051322,-0.339367,-0.394352,-0.035664,0.118312,0.253767,-0.148369,0.570778,-0.247125,-0.346144,-0.261593,-0.135855,0.181984,0.562382,-0.410287,-0.343023,0.004004,-0.323716,0.404858,-0.421032,-0.086419,-0.439601,-0.402911,0.471226,0.555961,0.187982,0.709993,-0.105899,0.724767,-0.161949,-0.140138,-0.156679,0.24568,0.498116,-0.181708,0.413309,0.135725,0.103351,0.173283,-0.223427,-0.187243,-0.361479,-0.195125,0.262411,-0.514471,0.174772,0.14041,0.249021,-0.382552,0.107288,-0.806567,-0.203862,0.401049,-0.45249,0.247675,0.468215,-0.288511,-0.406818,-0.054076,0.411467,0.108676,-0.085832,-0.59923,-0.355846,-0.547014,0.330138,0.73522,-0.159675,0.419191,-0.059489,-0.111492,-0.072922,0.5321,0.779125,-0.011749,1.064136
856,9,3.835086,-0.002648,1.50026,4.916299,0.650129,4017.935031,0.500739,-0.200113,-0.30522,0.089883,0.71353,0.452995,0.316615,0.119776,0.022149,-0.122509,-0.149941,-0.404743,0.609445,0.36912,0.404544,0.176225,-0.486143,0.448856,-0.696405,0.347657,-0.419996,0.369817,-0.702308,0.413682,-0.038028,0.011356,-0.144134,-0.323829,-0.199443,0.010669,0.135744,-0.629659,-0.360133,0.11646,-0.456649,-0.309623,-0.007299,0.495349,0.222238,-0.809535,0.314274,0.465464,-0.660483,0.622644,0.261185,0.382234,-0.371089,-0.579611,-0.57108,0.104374,-0.026512,-0.006417,0.613865,-0.23002,0.296292,-0.317755,0.746287,-0.48101,0.008894,-0.589859,0.111466,-0.099109,0.144534,-0.098597,-0.087305,-0.010283,0.233755,0.364984,-0.25529,0.308258,0.24087,0.206931,0.628901,-0.010338,0.489943,-0.582332,-0.132528,0.459256,0.479326,-0.240489,-0.172444,-0.138765,-0.095919,-0.110352,-0.099753,-0.501549,-0.04217,0.023774,0.276103,-0.281616,-0.56538,0.685757,0.183596,0.630199,0.048523,0.230369,0.250021,-0.073305,0.369158,0.119291,0.234899,0.152307,-0.15805,0.435408,0.232685,0.606466,0.484953,-0.047589,-0.175914,0.104129,0.215886,0.521066,-0.57861,-0.238762,-0.057065,-0.027565,-0.015591,-0.201193,-0.367756,0.057352,-0.529193,-0.110267,0.367974,0.631801,0.378177,0.151483,0.211167,-0.052991,0.347363,0.261131,0.217393,0.701334,0.439079,-0.093642,0.222203,0.36688,0.094748,0.268432,-0.012315,-0.014348,-0.224354,-0.563491,0.085134,0.166351,0.252281,-0.84085,-0.6062,0.383769,-0.115406,0.39249,0.323081,-0.161877,-0.060821,0.528205,-0.070563,-0.42093,-0.568167,-0.237401,-0.187437,0.301147,0.498651,0.213314,0.598003,-0.066788,0.371444,0.514339,0.102879,0.280505,0.151818,-0.000835,-0.476963,0.360787,1.407137,0.374315,-0.316319,-0.019519,0.123378
857,9,6.222144,0.015327,-0.026712,2.358896,0.415864,-974.23593,0.560399,-0.051552,0.01887,-0.448087,-0.27229,-0.078753,-0.133261,-0.778508,-0.018675,0.135459,-0.032726,0.506119,-0.200006,-0.81203,0.445706,0.759107,-0.415852,0.136195,-0.101816,0.046602,0.0337,0.93117,0.7597,-0.205539,-0.283234,0.187028,0.097982,-0.066426,0.206043,0.818531,0.098447,0.39489,-0.219766,0.500393,-0.111542,-0.245433,-0.011149,0.80795,-0.194928,-0.043299,0.262336,0.026324,-0.112356,0.441747,-0.160736,0.149267,0.191958,-0.454604,0.196139,-0.167336,0.141075,-0.781613,0.246554,-0.323505,0.167212,0.153423,0.460379,0.647369,0.238835,-0.283729,-0.027021,-0.173532,-0.276307,0.814385,0.129893,0.122679,0.339224,-0.042102,0.070217,-0.149724,0.22489,-0.05396,0.130889,0.01523,-0.15178,-0.421587,0.358208,-0.499762,0.53802,0.074053,-0.06572,0.118479,0.474729,-0.005854,0.370947,-0.190644,-0.159197,-0.035355,-0.365598,-0.183004,-0.680213,0.272492,-0.032033,0.022669,0.664286,0.365746,-0.600946,0.132781,0.585879,0.503138,0.430427,-0.347848,-0.023242,-0.455833,0.145186,-0.453394,-0.151892,-0.075615,0.11901,0.350267,-0.285812,0.037397,-0.361277,0.111538,0.83076,0.169776,0.485017,0.581716,-0.1729,0.358126,0.734523,-0.308205,0.546989,0.201797,-0.129083,-0.150362,0.182298,0.121302,0.282281,-0.435039,0.399074,0.69496,0.137822,-0.080803,0.368865,0.099164,0.360504,-0.119093,0.19362,-0.183211,0.453037,0.422119,-0.112129,-0.603959,1.192888,0.530242,0.24163,0.01354,0.320259,0.049992,-0.235409,-0.503466,-0.319155,0.006282,-0.09849,0.031212,0.433252,0.181354,0.165105,-0.253488,-0.059705,0.201374,-0.02535,0.593589,0.620694,0.200361,0.174527,0.344616,0.198807,0.360578,0.428179,0.376895,0.464436,0.068019,0.875562,0.313754,0.130691
858,9,6.629168,0.007372,1.40997,2.614761,0.104595,1829.548513,0.627601,-0.207795,-0.183354,0.065593,-0.304197,0.52036,0.423497,-0.532601,-0.292399,0.115506,-0.669121,0.276755,0.149118,0.49551,-0.020725,0.010703,-0.123778,0.216134,-0.328567,-0.016864,-0.105487,-0.219127,-0.060711,-0.098204,-0.378298,0.161542,0.167543,-0.657258,-0.11483,0.101044,0.530685,0.099749,-0.451644,0.03915,-0.071129,-0.623942,-0.071853,0.014159,-0.222556,-0.181586,0.089386,-0.211123,-0.166676,-0.337616,-0.254006,-0.222226,0.113584,0.047214,0.179022,-0.067998,-0.433385,0.554803,0.266606,-0.377429,0.122609,0.327333,-0.214837,0.649209,-0.576214,-0.020957,-0.260293,0.365634,0.551352,0.584332,-0.579154,-0.008562,0.105093,-0.652534,0.014787,0.135244,0.283655,-0.486747,-0.346518,-0.069774,-0.215075,0.816125,0.263194,0.282657,0.155247,0.208838,-0.254696,-0.063612,0.102657,-0.159567,0.349236,-0.453311,-0.182247,0.420412,-0.607451,-0.376989,-0.214236,0.367746,-0.124702,-0.092771,-0.411485,-0.350691,0.734366,0.148854,-0.1982,0.639031,-0.011303,0.69727,-0.520711,0.894728,0.270643,-0.364268,0.08984,0.224648,-0.059075,-0.324872,0.283295,0.296938,0.202799,0.22544,0.343901,-0.261986,0.245892,0.542778,0.457637,-0.030103,0.086373,0.075073,0.137401,0.257597,-0.306157,0.129264,-0.170884,0.654188,0.113872,-0.039302,0.1691,-0.057477,-0.040697,-0.087725,0.082108,0.409725,0.22761,0.196051,0.432643,0.202438,0.422518,-0.064598,-0.037585,0.025001,0.325995,-0.070278,0.212494,0.117847,0.179374,0.487754,0.183684,0.378177,-0.139264,-0.608176,-0.273407,0.310774,0.129511,-0.042476,-0.235674,-0.707678,0.558243,0.279915,0.373899,0.309875,-0.38342,0.631917,0.510902,0.335256,0.551067,0.591018,1.060221,0.959991,0.706413,0.164236,-0.24401,0.605229,-0.101028
859,9,7.060648,0.007051,2.032304,2.108888,0.668218,2297.254043,0.482294,0.108401,0.086596,-0.227156,0.028526,0.252749,-0.074633,0.149591,-0.47269,0.338478,0.869306,-0.106273,0.079451,0.635775,-0.24489,0.784523,-0.22946,-0.122215,0.45808,0.24196,0.020093,0.415247,0.575025,0.074289,0.316413,0.756419,0.18578,0.359851,-0.246502,-0.012196,0.717707,-0.306387,0.525442,0.0046,0.060654,-0.427968,-0.028748,-0.600243,-0.107535,0.039859,-0.101181,-0.584248,0.571996,-0.458648,0.481671,0.036722,0.034721,-0.280393,0.036967,0.632618,-0.063558,-0.107042,0.23091,0.208859,-0.167167,-0.264181,0.22448,-0.781817,0.566851,0.238966,-0.049191,0.051833,0.051066,-0.301408,-0.494987,0.451711,0.873423,0.483315,0.080331,0.053295,0.254904,-0.385326,-0.020651,0.14088,0.4282,0.144766,-0.212538,0.389622,-0.142623,-0.198936,-0.143275,0.007758,0.400983,-0.146937,0.902734,-0.091924,0.134665,-0.337119,0.104626,0.042759,0.18383,0.116289,-0.365052,-0.102901,-0.072835,-0.154582,-0.4624,0.515739,-0.22667,0.458824,0.391451,-0.015955,0.161525,0.042042,-0.129427,0.381288,0.266007,-0.464685,-0.329279,0.360342,0.313291,0.147897,0.367414,-0.189175,0.281646,0.125029,-0.150194,0.736205,-0.002275,-0.579728,0.310874,-0.099024,0.196856,-0.079118,0.122846,-0.305921,-0.20143,0.455159,-0.144991,-0.239538,0.15167,0.306782,-0.028924,0.193642,-0.028029,0.368658,0.420824,-0.522518,-0.460178,0.513052,0.155364,0.090382,0.074655,0.092219,0.359854,-0.119495,0.484024,0.073308,0.129828,-0.256967,0.556568,0.452568,0.160183,0.010908,-0.352076,0.024779,-0.138192,0.058733,-0.244063,-0.315423,-0.077151,-0.03449,0.444042,0.23268,0.23487,0.018844,0.219151,0.997418,0.347963,0.547578,0.32687,0.815147,0.208106,0.60194,0.796601,-0.069429,0.659649
860,9,3.80295,-0.001492,1.363515,3.056977,0.29269,3733.910898,0.286634,-0.292126,-0.289906,0.623863,0.018644,0.017373,0.202,-0.023147,-0.551021,0.04616,0.098371,0.241341,-0.407608,-0.158314,0.020815,-0.041734,-0.442182,0.111736,0.251762,-0.219921,-0.041895,-0.078669,-0.448576,0.051914,0.277467,0.374183,-0.244884,0.0298,0.198508,-0.271528,0.051129,0.676355,-0.026616,-0.462577,0.410752,0.227337,0.453837,-0.194393,-0.485588,0.185651,-0.368198,-0.519746,0.371338,-0.08639,0.01937,-0.503567,0.103763,-0.352794,0.22749,-0.358738,0.000986,0.012599,-0.166316,-0.133738,-0.170193,-0.045867,0.462627,-0.197748,0.005794,0.201066,-0.025228,0.509192,0.261956,0.042741,0.13063,0.222869,-0.524092,-0.631707,-0.306101,0.072939,-0.175285,-0.12738,-0.571814,-0.428034,-0.153902,-0.168578,-0.274869,-0.517542,-0.338466,0.21679,0.379707,-0.431929,-0.366766,0.017545,-0.192772,-0.624738,-0.074364,-0.013209,-0.029275,0.381474,-0.097821,0.243779,-0.486923,0.291542,-0.601919,-0.112908,0.033274,0.064073,-0.432669,-0.258054,-0.401302,-0.011968,0.114461,-0.564847,0.253664,0.299872,-0.447385,-0.28578,0.049659,-0.564992,-0.052912,0.150788,-0.135604,0.029379,-0.25483,-0.254532,-0.00232,0.495398,0.177099,0.212977,0.210012,0.406923,-0.044211,0.030811,-0.031131,0.246882,-0.024235,-0.058234,0.245773,-0.112225,0.548655,0.007266,0.166963,-0.107156,0.044042,0.67271,0.084546,-0.628148,0.083616,-0.46326,0.040509,0.033702,-0.099373,0.11868,-0.372873,0.211439,0.63885,0.525433,0.340889,0.026825,0.11122,0.389272,0.070993,0.330629,-0.165079,0.010087,0.130557,0.201382,0.023268,-0.191844,1.02259,0.00025,1.102645,0.11172,1.529857,1.600562,0.201073,0.372204,3.073412,0.215723,0.165284,0.045415,0.846799,0.207033,0.07231,0.024286,0.007212
861,9,6.456637,0.003098,-0.095394,1.596338,0.954926,4442.427078,0.875312,0.223288,0.78107,-0.635091,-0.623373,0.180725,-0.44576,0.13773,0.279918,0.320119,0.215558,0.160782,-0.253661,-0.237273,-0.001943,-0.126102,0.045159,0.221258,0.092466,0.472187,0.185256,-0.150956,-0.000886,-0.163714,0.277377,0.217153,-0.145633,-0.553047,-0.095596,0.244096,-0.093855,0.511578,-0.180636,-0.455914,0.143574,-0.199628,0.364287,-0.285706,-0.354658,0.027759,-0.350354,0.335599,0.046246,0.231376,-0.493349,-0.334417,0.010323,0.613914,0.291016,-0.322912,0.213608,-0.062607,0.161082,0.196375,-0.54362,0.645552,-0.203957,0.213474,0.000566,0.240462,-0.07708,0.37537,0.359209,0.529595,-0.214596,-0.135739,-0.607608,0.528791,0.106896,-0.057624,0.341585,0.214647,0.139594,0.004358,0.162662,0.301059,-0.334894,0.673503,0.254803,0.144745,0.293826,0.827198,-0.700523,-0.136251,0.229726,0.470813,-0.154091,-0.017882,0.070907,0.320961,-0.192168,0.00391,-0.242532,-0.082277,0.453612,0.48142,-0.155804,0.24712,0.562149,-0.163233,0.442718,-0.434738,0.265991,-0.12812,-0.111642,-0.194316,0.324472,-0.151413,0.722085,0.000285,0.132506,0.056155,-0.326571,-0.171276,0.02482,0.356107,0.189054,-0.092148,-0.305677,-0.053169,0.444619,-0.043404,0.167963,1.147559,0.517589,-0.201281,0.676065,0.684542,0.290838,-0.124801,-0.230929,-0.247876,-0.321653,-0.330539,0.108485,-0.075471,-0.13594,0.696631,0.593795,0.229693,0.141685,0.265718,-0.059312,0.485987,-0.201697,0.048195,0.393006,-0.098239,0.355954,0.065402,-0.044652,-0.348824,-0.699543,-0.508444,0.203859,0.414587,-0.391204,-0.349775,0.113821,0.303463,-0.095184,0.270486,0.40586,-0.170686,0.377979,-0.208147,-0.01579,0.587992,0.712794,0.846775,0.580622,-0.316701,0.668512,0.104503,0.406005,0.526259,0.023932
